opt_id,question_id,prompt,transcription,llm_speaking_accuracy_llama31_score,llm_speaking_accuracy_mistral_score,llm_speaking_accuracy_llama32_score,llm_speaking_accuracy_claude_score,most_common_value,agreement_percentage,opt_id_q_id
73482,t1_q6,What did you do on your last holiday?," I spent my last holiday in a farm where I could, if doing a lot of things, for instance, walk in and also doing some jogging. I like a lot of jogging and I used to ride some horses too. My family was with me and we spent so very lot, we spent a lot of time and also very pleasant time together.",2.0,0.0,0.0,0.0,0.0,75.0,73482_t1_q6
21618,t1_q2,When is your birthday?, My Thursday is October 8th.,2.0,2.0,0.0,2.0,2.0,75.0,21618_t1_q2
23024,t1_q13,"In what ways has technology impacted your life, both positively and negatively?", Let me just focus on the smartphone. It gives us so much convenience. We do our work more efficiently with the smartphone. We contact people more easily and we could have much more fun on the phone.  time it occupies too much of our time and we spend too much time on the phone and we don't talk to each other and we just use our smartphone to reach out and,2.0,2.0,3.0,1.0,2.0,50.0,23024_t1_q13
69951,t1_q2,When is your birthday?," My birthday is in July 31, 1984. My birthday is in summer, so I celebrate a lot in pool parties.",0.0,0.0,0.0,2.0,0.0,75.0,69951_t1_q2
73960,t1_q11,What are the biggest challenges for you in your area of work or study?," The biggest challenges are that the markets are really different. So I'm responsible for a software product for the German market, which their requirements are really different to some other markets and it's much more complex. The IT environment is so different in every hospital and it makes sometimes difficult to find proper solutions for the customers, specific when you  have a standardized solution or a standardized software solution but nevertheless you can't find workarounds, you can find with the team together good solutions for the customers which is in the end I think a good thing.",3.0,1.0,3.0,3.0,3.0,75.0,73960_t1_q11
69585,t1_q5,What type of food do you like and dislike?, I could say I just to be super picky with food but now I like to try everything. I love Mexican food but I don't know I probably can say that I really don't like some kind of food that is from Mexico. Did your name in Tramble-Dan? I don't know how to say it in English or in a different language.,2.0,2.0,2.0,1.0,2.0,75.0,69585_t1_q5
25150,t1_q12,Tell me the plot of one of your favorite films or books.," One of my favorite names, Living History, written by Hillary Clinton, she's a most famous woman of hundreds of millions of people all around the world. In this book, she wrote with humor and a jing about her life raising up a middle class American family and a transformation from  a Goldwater girl to the first lady. That's interesting. I love this book very much.",0.0,0.0,3.0,3.0,0.0,50.0,25150_t1_q12
74472,t1_q11,What are the biggest challenges for you in your area of work or study?," My biggest challenge is to implement a corporate university in this company. It's my biggest challenge because there's nothing written at this moment. I mean, when I came to the position, it was a mess. And I have to define everything since the way I have to work, the graphical image for the university,  career paths everything has to be made from scratch so it's going to be a really huge challenge I think that's enough and I don't have enough time to continue explaining why so thank you",2.0,0.0,0.0,0.0,0.0,75.0,74472_t1_q11
73313,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," Well, technology has affected me in both ways. It could be positively because in everything, because every aspect of my life is surrounded by technology. And we use it every day. It could be affected negatively.  because it bressed a lot of time with my family.",3.0,3.0,3.0,1.0,3.0,75.0,73313_t1_q13
76585,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," I would say the easiest thing that I can explain is the gender equality I guess. The people from older age, in their age, the men are the primary working in the household and the women is taking care of cooking, food and childbearing and that kind of stuff. On the other hand, in my age,  I think it's normal for women and both men to work for time. And that kind of perspective is really different in that age. And I think it's because the, I don't know, it's just age.",2.0,0.0,2.0,2.0,2.0,75.0,76585_t1_q14
22533,t1_q12,Tell me the plot of one of your favorite films or books.," One of my favorite films of book is the Gattail of the Three Kingdoms. That is a story about historical period in China. I think it was around 2000 years ago. It's about three kingdoms fighting against each other. And there are a lot of people getting involved in this historical period. A lot of plots, a lot of social  of this occasion between people or between different kingdoms and definitely in case there are a lot of great battles, great generals and great poets, great strategists, they are very full of charismatic and",2.0,2.0,3.0,2.0,2.0,75.0,22533_t1_q12
75518,t1_q4,Tell me something about your family., I have one brother and two sisters. I'm a divorcee. I have a son. My son is 23 years old. He's studying at university now.,2.0,2.0,3.0,3.0,2.0,50.0,75518_t1_q4
69574,t1_q8,Do you think people spend too much time on their mobile phones? Why?, People spent to use mobile phone for a couple hours per day because of getting information and checks SNS and contact to  Hmm.,0.0,0.0,3.0,2.0,0.0,50.0,69574_t1_q8
73014,t1_q11,What are the biggest challenges for you in your area of work or study?," The biggest challenges actually are to get everything ready on time because there were so many projects ongoing at the same time. And we are just restructuring, reorganizing every process right now where I'm involved. And we are searching for new employees to give me some more support to get everything  done on time but it's so much work to do and the project management is asking for support to develop some new products and that's really stressing me out and sometimes I don't know where to start first.",2.0,0.0,2.0,2.0,2.0,75.0,73014_t1_q11
69915,t1_q11,What are the biggest challenges for you in your area of work or study?," Well, I have just been nominated to Communication and Finnish Language Coordinator in our University of Applied Sciences and I think that that's a big challenge for me because there haven't been this kind of opposed before. This is a new position and it was quite a surprise for me that we got a chance to  to restructure our work so that we could have this coordinator doing all the stuff that we normal lecturers were doing before it. And I'm very, very excited about this channel.",2.0,2.0,2.0,0.0,2.0,75.0,69915_t1_q11
84113,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," I'm gonna begin from the end of the question. So I guess that almost every difference between my people my age and the older one, the older kind of people, you have like 40s and 50s, is the contact that we people my age have had with the internet. And the other people did not have it. So that their thinking, their thinking speed is kind of different. And I'm gonna say it's lower or faster.  different. One difference between us is this, the thinking speed. And the second one is the ways that we can get the work done.",0.0,3.0,3.0,3.0,3.0,75.0,84113_t1_q14
72752,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing that made me happy was seeing my girlfriend's dog. She has a beautiful lap doodle, brown lap doodle and she just makes me so happy when I see her every time she just comes running and she just wants to puddle with me and it just makes me feel great. I've even decided to buy a dog myself because I live alone so that might give me company and I think it really makes me happy.  And I just can't wait to have a dog like Coco answering him.",2.0,3.0,3.0,3.0,3.0,75.0,72752_t1_q10
75991,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," Technology is a good thing because you can search menacing on the Internet from home. However, you can easily be connected all the time and spend a lot of hours alone without communicating with your family. But having a mobile phone is really useful because you can be alone somewhere and  It can be saved because you have a mobile. And it's not positive seeing when young people or kids are connected.",0.0,2.0,2.0,2.0,2.0,75.0,75991_t1_q13
71001,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," Well, I think the most important difference are the way of thinking. And of course, the opportunity right now to get the new technologies and use it. People of the old generation are not able to keep connected and sometimes find difficulties to manage with the new technologies.  like to send emails or to manage with the computers of the laptops, even with the mobile of cellulars or another kind of tools.",0.0,0.0,0.0,1.0,0.0,75.0,71001_t1_q14
25151,t1_q4,Tell me something about your family., I am the only child in my family and my parents are both office- office-,3.0,2.0,2.0,2.0,2.0,75.0,25151_t1_q4
74270,t1_q5,What type of food do you like and dislike?," I really like Japanese food, all the things that are included in this culture, the fish, the kind of rice, the kind of pasta included and I like it very much in Thailand food as well and the kind of food that I don't like is Indian food, it's too spicy for me.",3.0,3.0,2.0,2.0,2.0,50.0,74270_t1_q5
71136,t1_q4,Tell me something about your family.," Well, right now my family members, it's my wife, my daughter, my two dads, my mother, my dad, I have two sisters. And right now we are waiting for a new member in the family.",2.0,0.0,0.0,0.0,0.0,75.0,71136_t1_q4
70539,t1_q9,Tell me about an important decision you had to make.," So in my case, I have to decide what item to IE can board. So in case of the highest cost items, so it is difficult for me to get the same  to decide which items I can buy or not.",0.0,3.0,0.0,0.0,0.0,75.0,70539_t1_q9
75822,t1_q11,What are the biggest challenges for you in your area of work or study?," One of the biggest changes in my work is to always stay updated with the new technologies. I work in computer science, IT, and there are always new technologies that come up and all the ones that get updated and to keep myself up to date to be able to stay informed of the new technologies and still do my  job with the projects and the clients I have, because that takes a lot of time. Well, to be able to combine two to stay on top of the latest updates and to offer them to the clients that's the biggest challenge.",2.0,3.0,2.0,2.0,2.0,75.0,75822_t1_q11
72847,t1_q5,What type of food do you like and dislike?," So I like a lot of food, I like pasta, I like meat, I like fish and so and I dislike some vegetables and I dislike too much salad, I prefer rice, beans, fries, meat and or fish or pasta, I like pasta, red and bolognese.",2.0,2.0,3.0,2.0,2.0,75.0,72847_t1_q5
72720,t1_q12,Tell me the plot of one of your favorite films or books.," Well, I think one of my favorite films in recently is Avengers The Endgame. The plot is about the heroes of the Marvel Cinematic Universe trying to undo a big harm that was done to the humanity by the villain Thanos, which destroyed half of the living human beings and creatures of the universe by snapping his fingers.  So the plot of the movie is that the characters start off finding ways to go back and then do what was done and they ended up finding out that the only way to do that was to travel in time and not permit",2.0,2.0,3.0,1.0,2.0,50.0,72720_t1_q12
70280,t1_q10,What was the last thing that made you feel happy or sad? Why?, The happiest thing is to get the present from my daughters. That's why we called that present one third handmade by them. And the very third thing is to block my daughters or the hobby artheries toys.  unfortunately so that I broke their hobby accidentally,0.0,0.0,0.0,2.0,0.0,75.0,70280_t1_q10
21553,t1_q2,When is your birthday?, My first day is on 28th of May and I am born in 1983.,2.0,2.0,0.0,2.0,2.0,75.0,21553_t1_q2
77014,t1_q12,Tell me the plot of one of your favorite films or books.," A favourite film I think is Pretty Woman. I really like Julia Roberts performance in the movie. She's funny and it's a romantic movie. And she I think  I really love all the movies. Oh, I'm sorry. I didn't remember what the question was. Sorry.",3.0,4.0,3.0,3.0,3.0,75.0,77014_t1_q12
21584,t1_q10,What was the last thing that made you feel happy or sad? Why?," I think last time it make me happy with that. Last week I watched a film named Wandering Ears. I think it's a really good, fake film. I haven't seen this kind of film for many years and last week I take my case to go to the theater, to the movie,  all very happy and it's really good time.",2.0,2.0,3.0,2.0,2.0,75.0,21584_t1_q10
76348,t1_q9,Tell me about an important decision you had to make.," The last time that I felt happy was when I saw my family in my hometown, which was one month ago. I haven't seen them for a while, like for half a year. And it was great to see them again. And also they got a new dog, so I felt really happy seeing them.",0.0,3.0,3.0,3.0,3.0,75.0,76348_t1_q9
70332,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing that made me feel sad was a construction site near my apartment that started, let's say one week ago. And for building this parking lot, it's a parking lot they had to destroy a part of land that was being cultivated by  an old man that was using the land to cultivate some vegetables. So it was very sad to see that.",3.0,3.0,3.0,3.0,3.0,100.0,70332_t1_q10
74334,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Well, some people spend much time on smartphones because they need it and they get into the diary or the mail for professional or personal reasons. Some people have many, many friends, many, many relationships and need to manage that in the move, in the move. Others are just playing with things or just to edit and they may better manage the use of the phones.",2.0,0.0,2.0,2.0,2.0,75.0,74334_t1_q8
75632,t1_q9,Tell me about an important decision you had to make.," I have to decide for the future of my oldest son because they have to move to another school and I have to choose the right school. So it's not easier for me because you know it's  their future that is in my hands, so I'm quite nervous.",2.0,2.0,2.0,3.0,2.0,75.0,75632_t1_q9
73958,t1_q7,Tell me about a person you know well.," I would like to tell about my best friend. His name is Stanislav. He is a commercial manager in Big Company in Kaliningrad. It's my hometown. He's a work-loved man and very kind. He has two children, two boys and a lot of",0.0,0.0,3.0,2.0,0.0,50.0,73958_t1_q7
72706,t1_q12,Tell me the plot of one of your favorite films or books.," Okay, the plot of my last favorite film is the Green Book is the story of a person that in during the 50s in US was involved in bringing a person that was a musician to the sort of  in the south of the United States and here was a black man and during these days there was a big problem of racism in the US and is very very very",2.0,2.0,0.0,3.0,2.0,50.0,72706_t1_q12
76597,t1_q8,Do you think people spend too much time on their mobile phones? Why?," I think there are many people who spend too much time for mobile phones including the smartphone because after those people started to use their iPhone, especially Japanese people are trying to see the smartphone while they're riding the train, and so on. I guess they spend almost two or three hours per day, which is significant compared with  reading books and reading newspaper. So I think they're watching the smartphone using smartphone.",2.0,3.0,2.0,2.0,2.0,75.0,76597_t1_q8
69881,t1_q11,What are the biggest challenges for you in your area of work or study?," Well, yeah, my favorite films, let's say it about films, it was about a revolution of my country during, yeah, it's a revolution of my country, Algeria, with the French. It's a traditional and traditional  classical film about the revolution and about the event in the revolution, the action from the start to the end. How is my people doing that time?",0.0,0.0,0.0,0.0,0.0,100.0,69881_t1_q11
77764,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Because I think the all the media that it's playing right now, get us added to it because they create a life that you are dreaming about and they show you things that you really want to be there or knowing and actually it connects you a lot.",2.0,2.0,0.0,2.0,2.0,75.0,77764_t1_q8
71299,t1_q12,Tell me the plot of one of your favorite films or books.," Oh God, I'm going to speak about my favorite movie. It's Dirty Dancing. It's about a girl that goes to a holiday camp with her parents and her sister and finds out a dancer there that is become in love.  She started to learn how to dance. It was wonderful music is the best. I love this movie since I was at the nature.",2.0,2.0,0.0,1.0,2.0,50.0,71299_t1_q12
72914,t1_q11,What are the biggest challenges for you in your area of work or study?," My big challenge in my work is how can I use technology in my work, especially nowadays. The problem is if I don't create innovative solutions or ideas, I probably lose market to my competitors. And it's very difficult to me trying to find out new solutions using technology for these new solutions.  So I'm trying to discuss these with other areas of KPMG, just to see whether we can like implement some kind of tools or some kind of products to manage.",2.0,3.0,2.0,2.0,2.0,75.0,72914_t1_q11
23061,t1_q7,Tell me about a person you know well.," I think I know the person, the best who is my husband, he is very responsible and very can hearted. He also works very hard. He loves me and my son so much. He is the most important guy in my life.",0.0,3.0,3.0,3.0,3.0,75.0,23061_t1_q7
76127,t1_q11,What are the biggest challenges for you in your area of work or study?," The biggest challenge on my work was to learn how to use the Excel software. When I started in this company, I really don't know nothing about the Excel and the spritchets. So I decided to take some courses, some classes, particular classes, to start to identify good steps to apply and use the Excel application, the Excel software on my welfare.  Now I consider that it was a really good decision to try to learn about that because Excel is a good platform that is really useful for me and I use that for good reports to my leaders.",0.0,0.0,3.0,1.0,0.0,50.0,76127_t1_q11
72828,t1_q11,What are the biggest challenges for you in your area of work or study?," Well, maybe it is compete with people because I love to work in teams and I think that I always try to take care of each other. So sometimes they are very competitive and I prefer to work as a team and  Because I think that it is better if we work together and we achieve better results if we link our forces.",2.0,2.0,0.0,3.0,2.0,50.0,72828_t1_q11
77014,t1_q9,Tell me about an important decision you had to make.," important decision I had to make was three years ago, I lived in a apartment and me and my boyfriend, we saw a house that we really loved and I didn't know if it was okay to move in together after just  being together for six months and that wasn't an easy decision.",2.0,3.0,3.0,3.0,3.0,75.0,77014_t1_q9
82091,t1_q12,Tell me the plot of one of your favorite films or books.," My favorite book is the Never Let Me Go by Kazuo Yisiguo. It was really a siele estoy. The children is raised as an organ donor in some institute. The children are struggling to accept their fate. They have to donate their organs  to the patient outside of their institute. However, they have emotions naturally and they have their lives to live. They struggle through their short life to",2.0,1.0,2.0,2.0,2.0,75.0,82091_t1_q12
70112,t1_q10,What was the last thing that made you feel happy or sad? Why?," Well, maybe the last thing that I made me happy, it could be the start, of course, Oven Sai, the small trees, ancient Japanese traditional. Maybe it could be the last thing made.  made me happy. The last thing that made me shut",3.0,2.0,2.0,2.0,2.0,75.0,70112_t1_q10
71347,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?, My generation is very active. We are in constant movement and we are happy to do and try new things because we live in an area that everything moves faster and we want to think right now. That's why we are posting on our  our social media every second and everything that we do in our lives. And we have this difference with an older generation because the previous generation has more time to do the things and there were more relaxed.,2.0,2.0,2.0,2.0,2.0,100.0,71347_t1_q14
72709,t1_q2,When is your birthday?," My birthday is on March 3rd, every year of course.",2.0,4.0,4.0,4.0,4.0,75.0,72709_t1_q2
73566,t1_q5,What type of food do you like and dislike?," My favorite food is healthy food and other things we call in Netherlands Stumpets, especially in winter time. What I don't like is too much fat food. Small pieces are good, but not large meals with.",2.0,0.0,0.0,0.0,0.0,75.0,73566_t1_q5
69886,t1_q11,What are the biggest challenges for you in your area of work or study?, To be as challenges for workers studying.,0.0,2.0,0.0,0.0,0.0,75.0,69886_t1_q11
76135,t1_q3,Tell me about your hobbies., I like doing some sports and to be outside when sun is shining. I also like to do creative things and I love dancing for example and,0.0,3.0,0.0,0.0,0.0,75.0,76135_t1_q3
72555,t1_q2,When is your birthday?, A day is on May the 5th and I was born in 1967.,0.0,0.0,0.0,1.0,0.0,75.0,72555_t1_q2
74293,t1_q3,Tell me about your hobbies.," My hope base is our photography and painting. I'm painting abstract and contemporary art, paintings, many colors and abstract features on the canvas and so on and so forth.",2.0,2.0,2.0,1.0,2.0,75.0,74293_t1_q3
77705,t1_q5,What type of food do you like and dislike?," Well, since I'm Italian, I love Mediterranean food, especially fish. I also love salad and vegetables as long as they're fresh. And it's not easy to say a kind of food that ideas like, but if I have to say there are certain vegetables that I don't",0.0,0.0,2.0,2.0,0.0,50.0,77705_t1_q5
72179,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," You can't really say people my age because even my age they are all different. But I think one thing that is different from my age and the older generation is that the use of technology. They're not used to using computers. So at work my boss is in his 50s but he has difficulties in using computers, software and also those  in smartphones and for myself and my generation since we grew up in an environment that had all these when we were born it's totally different from their situation like 30 years back",0.0,2.0,2.0,2.0,2.0,75.0,72179_t1_q14
76730,t1_q7,Tell me about a person you know well.," The first one I come to think about is my boss that I have now. I really look up to him. I try to take in as much as he says, just to get a better understanding of what I should do and what he is expecting of me as an employee. I love working with and around him.",2.0,2.0,3.0,2.0,2.0,75.0,76730_t1_q7
78068,t1_q9,Tell me about an important decision you had to make.," Okay, one important decision I had to make was to quit my country and to settle down in other countries. I had to move in foreign countries, so it was a rough decision to make to quit my family and friends and to settle down in a new country. I didn't know.  decision. It was it was odd that I didn't regret it at all. It was I had a great time in my new job in the new country. I still",0.0,0.0,0.0,2.0,0.0,75.0,78068_t1_q9
72101,t1_q11,What are the biggest challenges for you in your area of work or study?," I work as an educator as part of my job. My biggest challenges every day is meeting the job as an educator as well as being a nurse at the same time. I have to be two personalities to accomplish that. And also the biggest challenges will be doing both jobs equally and 100% satisfaction.  That's really hard. It requires me. It requires me more effort and more energy, which is I can lose it sometimes. But I'm trying my best. And hopefully I will achieve it.",2.0,2.0,0.0,0.0,0.0,50.0,72101_t1_q11
21714,t1_q4,Tell me something about your family.," Okay, I have a family of four persons, my husband, my son, my little daughter and me. My husband is a hardworking man, my son is a nice boy, polite and considerate to us. My daughter is a little baby.",2.0,2.0,0.0,3.0,2.0,50.0,21714_t1_q4
72717,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing, what makes me happy was my plans for vacation and I was a little bit sad to the death of a family member and so yeah, it's  But the things makes me happy is more present than",2.0,2.0,0.0,3.0,2.0,50.0,72717_t1_q10
74807,t1_q5,What type of food do you like and dislike?," Okay, I like lasagna and pasta in every way, but I ate some kind of vegetables. And I ate... I hate... Yes, some kind of vegetables. And I love fruit. Every kind of fruit.",2.0,3.0,2.0,2.0,2.0,75.0,74807_t1_q5
75813,t1_q2,When is your birthday?, My birthday is 27th of April.,3.0,2.0,3.0,3.0,3.0,75.0,75813_t1_q2
70285,t1_q11,What are the biggest challenges for you in your area of work or study?," Okay, biggest challenge is for me how to How to deal with the people I have 90 stuff in my department and I have to achieve something with the people I cannot do it by myself Therefore, yeah, I have to listen I have to listen to the people  but sometimes I have to give the order to them to follow the interaction or follow the duties. Therefore, I have to make them understand what should be done.",0.0,3.0,0.0,0.0,0.0,75.0,70285_t1_q11
71184,t1_q7,Tell me about a person you know well.," I have a really, really good friend. Her name is Swilla and she's 37 years old and she's really far from me but I know her very well. She's really brave and she's really motivated in her job. I love talking with her.",2.0,4.0,2.0,2.0,2.0,75.0,71184_t1_q7
70081,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing that maybe being said is the time that our mitespenns on their screens, which means personal computer or mobile phones, because during weekends, the only spend time on both screens and they don't share with me and I don't have time with them and they don't participate to the family life, which I consider is not the right  in a proper way to live or together when you are a family, but I can't avoid this work living.",2.0,3.0,3.0,3.0,3.0,75.0,70081_t1_q10
81178,t1_q7,Tell me about a person you know well.," One of my best friends is called Rob. He also lives in Antover. I know him already for 30 years. We really like to play football together, to play basketball together or just go for a hike. We also like to go to pubs together or drink, talk about life, talk about work. We also go together to fitness. So we like to exercise to stay in shape.",2.0,2.0,0.0,2.0,2.0,75.0,81178_t1_q7
76002,t1_q9,Tell me about an important decision you had to make.," The most happy situation was when I realized that I'm pregnant and we were waiting for maybe 14 years. That's why I couldn't imagine the time when I was spent the time with my baby  Yeah, that's the most important thing for me.",3.0,2.0,2.0,2.0,2.0,75.0,76002_t1_q9
24956,t1_q9,Tell me about an important decision you had to make.," Well, last year I decided to change a company and that is a very important decision I've ever made. One of the important decisions I've ever made and I go quite well now and I don't regret  to change your company. That's all. Thank you.",2.0,2.0,4.0,1.0,2.0,50.0,24956_t1_q9
70648,t1_q10,What was the last thing that made you feel happy or sad? Why?," So rest of happy things is I bought my new cards and unhappy the sad things is my mobile phone is a breakout so because my I missed the drop drop in the toilet  In the toilet, to about my mobile phone, doesn't work now.",0.0,0.0,2.0,3.0,0.0,50.0,70648_t1_q10
70285,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yes, I think people spend too much spend too much time on with mobile phone When you can recognize when you are on a train everybody is watching smartphone and sometimes a restaurant people even though people has a Lunch or dinner meal together everybody is watching on smart phone  people forget to talk and communicate. That's terrible.",3.0,3.0,2.0,3.0,3.0,75.0,70285_t1_q8
70828,t1_q9,Tell me about an important decision you had to make., The most important decision I made during the last year is to come back to the office job. I quit my office job three a second goal and start a freelance career which was pretty successful actually but for the spirit of life I assumed that it would be much better for me  to get a more stable job with a better schedule.,0.0,0.0,0.0,1.0,0.0,75.0,70828_t1_q9
70185,t1_q3,Tell me about your hobbies.," Well, I love watching series, especially on series 2 Netflix. I also like watching movies, reading. I like to read books at night. I also like to listen to music. I play music all day long.",2.0,2.0,4.0,2.0,2.0,75.0,70185_t1_q3
74868,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," There are differences between people of my age and older generation. It is because of technology, it is because of the way we perceive the world that encounters us. It is because of how we see the progress. But there are also similarities.  we try to perceive the traditions and the rules that are good.",2.0,2.0,0.0,3.0,2.0,50.0,74868_t1_q14
70872,t1_q7,Tell me about a person you know well.," I think the person that I knew well is my wife. She's very, very good people because she is generous, she's very, very beautiful and she is a very compressible person that makes me sense good with her. I love her. She is impressed.",0.0,2.0,0.0,0.0,0.0,75.0,70872_t1_q7
75015,t1_q6,What did you do on your last holiday?," Malas Toli Day was in Germany. We went out for a big walk, a hike one day. Another day we made a big tour with bicycle. We also visited a castle, which killed a little bit. We went to the wine party, so it was a nice holiday.",0.0,2.0,0.0,0.0,0.0,75.0,75015_t1_q6
76649,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," I think that's the different, one of the most important different between my friend and the older guys, I think that in the past all the people speak more together in real life. Now you can chat, you can send SMS, you can send an email and I think that you are more  It's more weak to communicate with the other, but I think that the people have lost the pleasure to stay together in the same place. Now you can chat with your friends in Australia and in one second you can know how he is the city",2.0,0.0,2.0,2.0,2.0,75.0,76649_t1_q14
72890,t1_q7,Tell me about a person you know well.," Well, I think I can talk about my boyfriend. So I know him very well. He's from Venezuela, but he's like to travel a lot and he lived in a lot of countries like he lived in the United States and also in other four countries and he's very, very nice.",2.0,2.0,0.0,3.0,2.0,50.0,72890_t1_q7
25170,t1_q9,Tell me about an important decision you had to make.," Recently, I quit my last job and joined this company. I was in the so-called National Company, which was very stable, also boring. And I don't like to spend my whole life that way. So I took a chance and changed my job. Now, I think it's more challenging and more exciting.  and I don't require anything of it.",0.0,2.0,0.0,0.0,0.0,75.0,25170_t1_q9
73609,t1_q9,Tell me about an important decision you had to make.," It's so rich. Yeah, it's so rich. I don't want to wear something else. No, no, no. Wait, did you okay, P? I got to my doctor. Wait here? Well then, I don't want to handle it. I don't want to handle it. I don't want to handle it. Yeah.  I'm not sure.",0.0,0.0,3.0,2.0,0.0,50.0,73609_t1_q9
70794,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," Big impact for our life from technology is the IT technology. Because the information is spread all over the world, we only need one second. And the IT technology has dramatically changed  the power in life because the automotive model is now running itself without driver and we can go anywhere with the driver in the future. That is the biggest change.",2.0,2.0,0.0,0.0,0.0,50.0,70794_t1_q13
76217,t1_q8,Do you think people spend too much time on their mobile phones? Why?," I think people spend a lot of time in my life funds. But the reason is because these devices are full of applications that you use. The first use is communication, but after you also include devices, agendas, where applications, taxis,  payment, a pace, career services, all kind of services. For that reason, all time is useful.",2.0,3.0,2.0,2.0,2.0,75.0,76217_t1_q8
25262,t1_q7,Tell me about a person you know well., The person I know well is a superstar in basketball. This is my role model in my heart. It's La Blonde James. It's American basketball player. It's very famous. I think he is very famous all over the world. And it's very kind and also very justice. Yes.,2.0,2.0,2.0,0.0,2.0,75.0,25262_t1_q7
20380,t1_q12,Tell me the plot of one of your favorite films or books.," My favorite books, okay to bonus, I'm not really into reading books My favorite book, maybe not my favorite book but recently I'm reading a book is related to the physical Exapulation it told you how to build your muscle and how to build your  to go to the gym center and also it told you the structure of the bodies it's very attractive for me in these nowadays I am just so into J",2.0,2.0,2.0,3.0,2.0,75.0,20380_t1_q12
23768,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," In my opinion, technology has both advantages and disadvantages. First, technology can help us make easier in life, especially in the healthcare and in the medical areas.  And I think the technology in those areas can help us live a long time. But on the other hand, I think the technologies",2.0,1.0,2.0,2.0,2.0,75.0,23768_t1_q13
78004,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Absolutely. I think that the current society is crazy about that. People spend hours and hours every single day. And I think that is a waste of time. For example, sometimes when I'm with my girlfriend, she just type on phone or look Instagram or Facebook. And I think that is truly annoying. I think that it's a really bad situation when you are with somebody in that way.  Also, it has been quite often that people are with the phone while they are having dinner with the family and they don't really enjoy the time with them.",2.0,3.0,3.0,3.0,3.0,75.0,78004_t1_q8
81032,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," I think that it's normal to have differences between the kind of generations that follow. For me, what I can say for our generation, that we are, I think that the most relevant difference is being able to make sacrifice.  I think that we are not accustomed to sacrifice ourselves and to own the other people to own our needs. Yes.",2.0,3.0,2.0,2.0,2.0,75.0,81032_t1_q14
71982,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," If I compare with younger generations, I think one of the good things we had the opportunity to live is the analogical war. It means that I live with a cache  with not only with series but PHH and NVIDIA. I used all telephones so I will say in the middle of these two generations they are my parents one who are not very up to the new technology",2.0,2.0,0.0,2.0,2.0,75.0,71982_t1_q14
82097,t1_q11,What are the biggest challenges for you in your area of work or study?," My biggest challenge is to survive the daily because since the probably 19 began, it's quite hard to deal with financial workers. What I would like to do, talking about that sounds or studies, is to prepare the CFA, because  It should be very good to compete with maybe a hundred thousand people all over the world in order to be a good financial advisor analyst. Also to study in the stock exchange in",2.0,2.0,0.0,2.0,2.0,75.0,82097_t1_q11
69847,t1_q12,Tell me the plot of one of your favorite films or books.," One of my favorite films, it could be the... Kiwi, Kiwi, World War I like it because of the music, because of the history and because of the way of the director shows this history I mean there's a girl who are from a lot of troubles and she has this youngest  That's why she has the strength to get out of the bad situations and she can do a good effort to survive all these situations that are allowed to have a bad problem.",2.0,3.0,3.0,3.0,3.0,75.0,69847_t1_q12
71347,t1_q2,When is your birthday?," My birthday, it's on September 5th.",0.0,0.0,2.0,3.0,0.0,50.0,71347_t1_q2
71430,t1_q10,What was the last thing that made you feel happy or sad? Why?, I am happy for my life because I have a beautiful family. I have a great usual apartment in Bologna and I have a lovely work in an important international company.  I want to continue in this,0.0,0.0,2.0,2.0,0.0,50.0,71430_t1_q10
70245,t1_q12,Tell me the plot of one of your favorite films or books.," I like to read the nober written by Haruki Murakami. He is one of the famous...  He got a Nobel Prize, last year. His Nobel, it's so nice. It's so interesting for me.",0.0,0.0,3.0,2.0,0.0,50.0,70245_t1_q12
75902,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing made me happy was... It was a good question. To buy tickets for a concert of a music act I liked very much. And the last thing made me sad that my mother was sick and  Yeah, she can't take care of herself and needs help from other people outside.",2.0,2.0,3.0,2.0,2.0,75.0,75902_t1_q10
